 # Date of Experiment: 18/01/02014
 # Time of Experiment: 11:01:27
 # Laser Diode Temp (C): 0.00000
 # Laser Diode Operating Hours (h): 0.00000
 # Laser Diode Current (A): 0.00000
 # AOD ANDOR center x (pixels): 240.500
 # AOD ANDOR center y (pixels): 253.778
 # AOD ANDOR range x (pixels): 27.5000
 # AOD ANDOR range y (pixels): 27.2200
 # AOD CCD center x (pixels): 278.500
 # AOD CCD center y (pixels): 370.750
 # AOD CCD range x (pixels): 163.000
 # AOD CCD range y (pixels): 135.000
 # PM ANDOR center x (pixels): 245.889
 # PM ANDOR center y (pixels): 262.250
 # PM ANDOR range x (pixels): 15.2700
 # PM ANDOR range y (pixels): 10.5000
 # PM CCD center x (pixels): 308.250
 # PM CCD center y (pixels): 412.000
 # PM CCD range x (pixels): 92.3333
 # PM CCD range y (pixels): 52.0000
 # ANDOR pixel size x (nm): 293.940
 # ANDOR pixel size y (nm): 288.530
 # CCD pixel size x (nm): 47.3100
 # CCD pixel size y (nm): 57.1700
 # AOD detector x offset (V): -0.0322060
 # AOD detector y offset (V): -0.0846000
 # AOD trap stiffness x (pN/nm): 0.123303
 # AOD trap stiffness y (pN/nm): 0.126880
 # AOD trap distance conversion x (V/Nm): 0.000695000
 # AOD trap distance conversion y (V/Nm): 0.000802000
 # PM detector x offset (V): -0.0410150
 # PM detector y offset (V): -0.278679
 # PM trap stiffness x (pN/nm): 0.124807
 # PM trap stiffness y (pN/nm): 0.109598
 # PM trap distance conversion x (V/nm): 0.000682000
 # PM trap distance conversion y (V/nm): 0.000604000
 # AOD bead radius (um): 1.05000
 # PM bead radius  (um): 1.05000
 # Sample rate (Hz): 1000
 # Number of samples (int): 10
 # Delta time (s): 0.0100000

Message index (int)	Time sent (s)	Time received (s)	Experiment Phase (int)	Extension from Trap and PSD positions (nm)	Extension from image measurements (nm)	Force X felt by AOD (pN)	Force X felt by PM  (pN)	Force Y felt by AOD (pN)	Force Y felt by PM  (pN)	Norm of force felt by AOD (pN)	Norm of force felt by PM  (pN)	AOD to PM vector x (nm)	AOD to PM vector y (nm)	AODx (V)	AODy (V)	PMx (V)	PMy (V)	PMsensorx (V)	PMsensory (V)	PMxdiff (V)	PMydiff (V)	PMxsum (V)	AODxdiff (V)	AODydiff (V)	AODxsum (V)	StageX (mm)	StageY (mm)	StageZ (mm)	FBx (V)	FBy (V)	FBsum (V)	Pressure (a.u.)
27057920.000000	27617.468000	10864.238752	0.000000	2944.676354	3014.181384	0.018451	-0.225275	0.037969	0.101614	0.042215	0.247132	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758158	4.972406	-0.042246	-0.278119	2.795860	-0.032102	-0.084360	3.461303	-4.713170	0.583300	-0.009420	-0.093471	-0.241673	-0.865337	-0.052645
27057930.000000	27617.478000	10864.248820	0.000000	2944.948194	3014.181384	-0.328926	-0.067345	0.163109	0.239337	0.367147	0.248632	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757798	4.972166	-0.041383	-0.277360	2.792814	-0.034060	-0.083569	3.464444	-4.713170	0.583300	-0.009420	-0.091945	-0.239307	-0.865249	-0.054035
27057940.000000	27617.488000	10864.258796	0.000000	2939.866071	3014.181384	0.063869	0.027816	0.204875	-0.281435	0.214600	0.282806	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758301	4.972454	-0.040863	-0.280230	2.793502	-0.031846	-0.083305	3.462726	-4.713170	0.583300	-0.009420	-0.093416	-0.240498	-0.865689	-0.054811
27057950.000000	27617.498000	10864.268735	0.000000	2944.432707	3011.083375	0.096336	0.336357	0.087329	0.117401	0.130027	0.356257	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757870	4.972142	-0.039177	-0.278032	2.794189	-0.031663	-0.084048	3.460719	-4.713170	0.583300	-0.009420	-0.092784	-0.239419	-0.866208	-0.052972
27057960.000000	27617.508000	10864.278618	0.000000	2943.616543	3011.083375	-0.448149	0.038064	0.041766	-0.011613	0.450091	0.039796	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758270	4.972534	-0.040807	-0.278743	2.793558	-0.034732	-0.084336	3.460919	-4.713170	0.583300	-0.009420	-0.093695	-0.240394	-0.866760	-0.053676
27057970.000000	27617.518000	10864.288755	0.000000	2944.989949	3011.083375	0.177237	-0.402237	-0.147921	-0.024678	0.230854	0.402994	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757878	4.972190	-0.043213	-0.278815	2.794893	-0.031207	-0.085535	3.460951	-4.713170	0.583300	-0.009420	-0.091449	-0.239698	-0.866016	-0.054939
27057980.000000	27617.528000	10864.298775	0.000000	2943.681148	3011.083375	0.199946	-0.106873	-0.044139	-0.078388	0.204760	0.132539	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758006	4.972326	-0.041599	-0.279111	2.792934	-0.031079	-0.084879	3.459457	-4.713170	0.583300	-0.009420	-0.093711	-0.241145	-0.865449	-0.053812
27057990.000000	27617.538000	10864.308777	0.000000	2939.628279	2987.705496	-0.055353	0.092050	0.307391	-0.219015	0.312335	0.237572	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758198	4.972238	-0.040512	-0.279886	2.793518	-0.032518	-0.082657	3.462422	-4.713170	0.583300	-0.009420	-0.092041	-0.238931	-0.866048	-0.053468
27058000.000000	27617.548000	10864.318747	0.000000	2945.044926	2987.705496	0.368667	-0.279443	0.093657	0.189982	0.380378	0.337908	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757950	4.972414	-0.042542	-0.277632	2.794237	-0.030128	-0.084008	3.462006	-4.713170	0.583300	-0.009420	-0.092241	-0.241177	-0.865641	-0.055378
27058010.000000	27617.558000	10864.328755	0.000000	2947.163407	2987.705496	0.046837	-0.016104	-0.156781	0.205950	0.163627	0.206579	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758046	4.972334	-0.041103	-0.277544	2.795740	-0.031942	-0.085591	3.460344	-4.713170	0.583300	-0.009420	-0.092488	-0.240290	-0.865976	-0.054515
27058020.000000	27617.568000	10864.338787	0.000000	2944.003776	2987.705496	-0.372925	0.042456	-0.161843	-0.144981	0.406530	0.151070	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758030	4.972326	-0.040783	-0.279478	2.794773	-0.034308	-0.085623	3.462734	-4.713170	0.583300	-0.009420	-0.093663	-0.240498	-0.866544	-0.053700
27058030.000000	27617.578000	10864.348759	0.000000	2945.826470	3007.854490	0.276412	-0.159394	-0.126405	0.085646	0.303944	0.180947	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757910	4.972174	-0.041886	-0.278207	2.794957	-0.030648	-0.085399	3.462126	-4.713170	0.583300	-0.009420	-0.092384	-0.239666	-0.866248	-0.055386
27058040.000000	27617.588000	10864.358759	0.000000	2944.332529	3007.854490	0.294863	-0.030744	-0.166906	-0.113046	0.338824	0.117152	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757942	4.972142	-0.041183	-0.279302	2.792583	-0.030544	-0.085655	3.460072	-4.713170	0.583300	-0.009420	-0.092145	-0.240897	-0.865928	-0.054083
27058050.000000	27617.598000	10864.368750	0.000000	2948.034439	3007.854490	0.362990	0.194531	-0.305967	0.172562	0.474740	0.260038	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757862	4.972390	-0.039952	-0.277728	2.792727	-0.030160	-0.086534	3.459177	-4.713170	0.583300	-0.009420	-0.092257	-0.240378	-0.866064	-0.053460
27058060.000000	27617.608000	10864.378723	0.000000	2946.679018	3007.854490	-0.011355	-0.269195	-0.221170	0.097259	0.221461	0.286226	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758150	4.972558	-0.042486	-0.278143	2.794325	-0.032270	-0.085998	3.463253	-4.713170	0.583300	-0.009420	-0.092952	-0.240953	-0.866112	-0.054699
27058070.000000	27617.618000	10864.388715	0.000000	2946.683735	3008.040544	0.155947	0.049776	-0.173234	0.139175	0.233087	0.147809	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757918	4.972270	-0.040743	-0.277912	2.794493	-0.031327	-0.085695	3.460472	-4.713170	0.583300	-0.009420	-0.092049	-0.239914	-0.865816	-0.054923
27058080.000000	27617.628000	10864.398739	0.000000	2939.240396	3008.040544	0.128980	-0.021960	0.296001	-0.271273	0.322881	0.272161	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758070	4.972334	-0.041135	-0.280174	2.795596	-0.031479	-0.082729	3.460272	-4.713170	0.583300	-0.009420	-0.092816	-0.241177	-0.865745	-0.054275
27058090.000000	27617.638000	10864.408761	0.000000	2946.328064	3008.040544	0.002839	0.222347	-0.096030	0.166756	0.096072	0.277931	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757854	4.972182	-0.039800	-0.277760	2.794133	-0.032190	-0.085207	3.458625	-4.713170	0.583300	-0.009420	-0.092161	-0.239818	-0.866560	-0.054011
27058100.000000	27617.648000	10864.418783	0.000000	2946.599100	3008.040544	-0.295040	-0.356853	-0.113749	0.181272	0.316208	0.400254	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758397	4.972422	-0.042965	-0.277680	2.795276	-0.033869	-0.085319	3.462502	-4.713170	0.583300	-0.009420	-0.093791	-0.241225	-0.865601	-0.055410
27058110.000000	27617.658000	10864.428718	0.000000	2945.178086	3007.901870	-0.155947	0.002928	-0.126405	0.014516	0.200743	0.014809	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757838	4.972270	-0.040999	-0.278599	2.794501	-0.033085	-0.085399	3.459920	-4.713170	0.583300	-0.009420	-0.092209	-0.239515	-0.866112	-0.054587
27058120.000000	27617.668000	10864.438851	0.000000	2943.138213	3007.901870	-0.065288	0.064234	-0.075780	-0.165304	0.100026	0.177346	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757926	4.972614	-0.040664	-0.279590	2.794141	-0.032574	-0.085079	3.461215	-4.713170	0.583300	-0.009420	-0.092384	-0.241425	-0.865617	-0.054523
27058130.000000	27617.678000	10864.448746	0.000000	2948.578452	3007.901870	0.283508	0.084730	-0.044139	0.458352	0.286924	0.466118	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758206	4.972150	-0.040552	-0.276153	2.794445	-0.030608	-0.084879	3.459153	-4.713170	0.583300	-0.009420	-0.092121	-0.239547	-0.865689	-0.055354
27058140.000000	27617.688000	10864.458652	0.000000	2944.566745	3007.901870	-0.045418	0.089122	-0.168171	-0.088549	0.174196	0.125633	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758341	4.972326	-0.040528	-0.279167	2.792806	-0.032462	-0.085663	3.464100	-4.713170	0.583300	-0.009420	-0.094007	-0.241785	-0.865393	-0.054723
27058150.000000	27617.698000	10864.468621	0.000000	2945.326538	3007.864931	0.138915	0.261692	-0.115015	0.040646	0.180349	0.264830	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757878	4.972518	-0.039585	-0.278455	2.795332	-0.031423	-0.085327	3.460600	-4.713170	0.583300	-0.009420	-0.092313	-0.239762	-0.866344	-0.054011
27058160.000000	27617.738000	10864.508599	0.000000	2941.466778	3007.864931	-0.103610	-0.103945	0.127829	-0.172562	0.164546	0.201451	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757846	4.972182	-0.041583	-0.279630	2.793566	-0.032790	-0.083792	3.460432	-4.713170	0.583300	-0.009420	-0.092281	-0.238987	-0.866072	-0.055442
27058170.000000	27617.748000	10864.518692	0.000000	2949.019992	3015.760392	-0.197107	-0.004392	-0.375419	0.220466	0.424018	0.220510	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758222	4.972182	-0.041039	-0.277464	2.793598	-0.033317	-0.086973	3.460735	-4.713170	0.583300	-0.009420	-0.093671	-0.240961	-0.865816	-0.054907
27058180.000000	27617.758000	10864.528685	0.000000	2948.601285	3015.760392	0.123303	-0.157930	-0.362763	0.185627	0.383146	0.243720	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757782	4.972222	-0.041878	-0.277656	2.793670	-0.031511	-0.086893	3.463029	-4.713170	0.583300	-0.009420	-0.092400	-0.238755	-0.866232	-0.054067
27058190.000000	27617.768000	10864.538700	0.000000	2946.337165	3015.760392	-0.272331	-0.032208	-0.256608	0.029033	0.374181	0.043362	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757894	4.972318	-0.041191	-0.278519	2.793318	-0.033741	-0.086222	3.462861	-4.713170	0.583300	-0.009420	-0.092744	-0.240602	-0.864913	-0.054923
27058200.000000	27617.778000	10864.548730	0.000000	2946.460739	2990.228104	-0.170140	-0.182818	0.058219	0.314641	0.179826	0.363897	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757798	4.972230	-0.042014	-0.276945	2.794405	-0.033165	-0.084232	3.459888	-4.713170	0.583300	-0.009420	-0.092552	-0.239515	-0.865153	-0.055906
27058210.000000	27617.788000	10864.558718	0.000000	2947.273087	2990.228104	0.435375	-0.327756	0.074673	0.417706	0.441732	0.530945	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758030	4.972534	-0.042806	-0.276377	2.792391	-0.029752	-0.084128	3.461167	-4.713170	0.583300	-0.009420	-0.093360	-0.240865	-0.866088	-0.053596
27058220.000000	27617.798000	10864.568692	0.000000	2943.903006	2990.228104	-0.123480	0.001464	-0.174500	-0.166756	0.213770	0.166762	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758046	4.972198	-0.041007	-0.279598	2.794557	-0.032902	-0.085703	3.461806	-4.713170	0.583300	-0.009420	-0.092169	-0.239866	-0.865625	-0.055034
27058230.000000	27617.808000	10864.578699	0.000000	2946.057449	2990.228104	-0.009935	0.384669	-0.278123	-0.020323	0.278301	0.385206	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758046	4.972326	-0.038913	-0.278791	2.792918	-0.032262	-0.086358	3.460392	-4.713170	0.583300	-0.009420	-0.092664	-0.240761	-0.865129	-0.056217
27058240.000000	27617.818000	10864.588732	0.000000	2943.820374	3013.242959	0.262396	0.112546	-0.011391	-0.034839	0.262643	0.117815	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758102	4.972142	-0.040400	-0.278871	2.795268	-0.030727	-0.084672	3.463557	-4.713170	0.583300	-0.009420	-0.092664	-0.239906	-0.866088	-0.053955
27058250.000000	27617.828000	10864.598744	0.000000	2948.448599	3013.242959	0.001419	-0.019032	-0.534731	0.020323	0.534733	0.027843	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758166	4.972334	-0.041119	-0.278567	2.794269	-0.032198	-0.087980	3.460544	-4.713170	0.583300	-0.009420	-0.093216	-0.241289	-0.866008	-0.053987
27058260.000000	27617.838000	10864.608760	0.000000	2943.798130	3013.242959	0.127561	-0.450550	0.174500	0.123207	0.216152	0.467092	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757990	4.972342	-0.043477	-0.278000	2.794373	-0.031487	-0.083497	3.464196	-4.713170	0.583300	-0.009420	-0.092496	-0.239251	-0.866280	-0.055626
27058270.000000	27617.848000	10864.621195	0.000000	2938.889937	3013.242959	-0.122061	0.004392	0.251703	-0.348028	0.279738	0.348056	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758126	4.972222	-0.040991	-0.280597	2.795116	-0.032894	-0.083009	3.462526	-4.713170	0.583300	-0.009420	-0.093032	-0.240833	-0.865816	-0.053947
27058280.000000	27617.858000	10864.628744	0.000000	2940.850943	3010.735036	0.194269	-0.163786	0.120235	-0.246595	0.228466	0.296033	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757862	4.972326	-0.041910	-0.280038	2.793925	-0.031111	-0.083840	3.461167	-4.713170	0.583300	-0.009420	-0.092816	-0.240090	-0.866176	-0.054355
27058290.000000	27617.868000	10864.638745	0.000000	2942.553023	3010.735036	0.007097	-0.008784	0.020250	-0.146433	0.021458	0.146696	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757998	4.972190	-0.041063	-0.279486	2.793702	-0.032166	-0.084472	3.462310	-4.713170	0.583300	-0.009420	-0.092904	-0.240434	-0.865880	-0.055538
27058300.000000	27617.878000	10864.648796	0.000000	2940.385772	3010.735036	-0.045418	-0.162322	0.395828	-0.059517	0.398425	0.172889	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757950	4.972558	-0.041902	-0.279007	2.795444	-0.032462	-0.082098	3.461966	-4.713170	0.583300	-0.009420	-0.092345	-0.239946	-0.866432	-0.054931
27058310.000000	27617.888000	10864.658748	0.000000	2946.441165	3010.735036	0.158786	-0.165250	-0.236358	0.058065	0.284742	0.175155	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758046	4.972414	-0.041918	-0.278359	2.794053	-0.031311	-0.086094	3.460264	-4.713170	0.583300	-0.009420	-0.093136	-0.241425	-0.865864	-0.053748
27058320.000000	27617.898000	10864.668764	0.000000	2950.629716	2987.962643	0.005677	-0.134689	-0.561310	0.236434	0.561338	0.272107	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758254	4.972390	-0.041751	-0.277376	2.793782	-0.032174	-0.088148	3.465827	-4.713170	0.583300	-0.009420	-0.092129	-0.239555	-0.866216	-0.055330
27058330.000000	27617.908000	10864.678755	0.000000	2944.771634	2987.962643	-0.133238	0.020496	-0.190795	-0.085646	0.232712	0.088064	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758421	4.972334	-0.040903	-0.279151	2.792359	-0.032957	-0.085806	3.461119	-4.713170	0.583300	-0.009420	-0.094023	-0.240929	-0.865896	-0.055530
27058340.000000	27617.918000	10864.688751	0.000000	2941.329634	2987.962643	-0.120642	-0.299939	0.059485	-0.246595	0.134510	0.388295	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757806	4.972126	-0.042654	-0.280038	2.795508	-0.032886	-0.084224	3.459201	-4.713170	0.583300	-0.009420	-0.092560	-0.239451	-0.866072	-0.053852
27058350.000000	27617.928000	10864.698731	0.000000	2938.626519	2987.962643	-0.412666	-0.216491	0.318782	-0.318996	0.521455	0.385521	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758126	4.972510	-0.042198	-0.280437	2.794701	-0.034532	-0.082585	3.460064	-4.713170	0.583300	-0.009420	-0.092624	-0.241001	-0.865689	-0.054763
27058360.000000	27617.938000	10864.708640	0.000000	2942.586940	2990.583171	0.187172	0.128650	-0.007594	-0.166756	0.187326	0.210614	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757646	4.972430	-0.040312	-0.279598	2.795860	-0.031151	-0.084648	3.464972	-4.713170	0.583300	-0.009420	-0.092592	-0.239515	-0.866408	-0.055474
27058370.000000	27617.948000	10864.718755	0.000000	2943.841960	2990.583171	0.192849	0.217955	0.048094	0.018871	0.198756	0.218770	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758254	4.972342	-0.039824	-0.278575	2.795324	-0.031119	-0.084296	3.461263	-4.713170	0.583300	-0.009420	-0.093583	-0.240977	-0.865784	-0.053995
27058380.000000	27617.958000	10864.728738	0.000000	2944.235248	2990.583171	0.265057	0.143290	0.251703	0.237886	0.365527	0.277708	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757814	4.972126	-0.040232	-0.277368	2.794413	-0.030712	-0.083009	3.459992	-4.713170	0.583300	-0.009420	-0.092065	-0.239682	-0.865393	-0.055314
27058390.000000	27617.968000	10864.738757	0.000000	2940.096281	2990.583171	-0.093675	0.331965	0.036703	-0.401738	0.100609	0.521147	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758038	4.972374	-0.039201	-0.280893	2.795060	-0.032734	-0.084368	3.460232	-4.713170	0.583300	-0.009420	-0.093815	-0.240937	-0.866056	-0.055506
27058400.000000	27617.978000	10864.748751	0.000000	2947.968811	3012.273303	0.265057	0.182818	-0.321155	0.152240	0.416408	0.237906	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757894	4.972190	-0.040016	-0.277840	2.794837	-0.030712	-0.086630	3.466194	-4.713170	0.583300	-0.009420	-0.092456	-0.239323	-0.866488	-0.054259
27058410.000000	27617.988000	10864.758740	0.000000	2943.667688	3012.273303	0.272154	0.162322	0.001266	-0.040646	0.272157	0.167334	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757958	4.972286	-0.040128	-0.278903	2.792343	-0.030672	-0.084592	3.459896	-4.713170	0.583300	-0.009420	-0.092800	-0.241297	-0.865601	-0.053844
27058420.000000	27617.998000	10864.768781	0.000000	2947.106604	3012.273303	-0.004258	-0.362709	-0.332546	0.047904	0.332573	0.365859	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758038	4.972070	-0.042997	-0.278415	2.794605	-0.032230	-0.086702	3.460831	-4.713170	0.583300	-0.009420	-0.091465	-0.239898	-0.865537	-0.055050
27058430.000000	27618.008000	10864.778834	0.000000	2946.734214	3012.273303	0.007097	0.226739	-0.251545	0.076936	0.251645	0.239436	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757870	4.972406	-0.039776	-0.278255	2.794861	-0.032166	-0.086190	3.460935	-4.713170	0.583300	-0.009420	-0.093264	-0.241944	-0.865848	-0.054411
27058440.000000	27618.018000	10864.788760	0.000000	2943.979980	3017.277602	-0.046837	-0.068809	-0.113749	-0.105787	0.123015	0.126197	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757742	4.972366	-0.041391	-0.279262	2.794677	-0.032470	-0.085319	3.462198	-4.713170	0.583300	-0.009420	-0.092329	-0.239914	-0.865856	-0.054027
27058450.000000	27618.028000	10864.798846	0.000000	2937.748177	3017.277602	0.069369	0.040992	0.317516	-0.416255	0.325006	0.418268	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758102	4.972398	-0.040791	-0.280973	2.794237	-0.031815	-0.082593	3.459656	-4.713170	0.583300	-0.009420	-0.092720	-0.240745	-0.865689	-0.055218
27058460.000000	27618.038000	10864.808866	0.000000	2946.835833	3017.277602	-0.207043	0.321717	-0.249014	0.090001	0.323843	0.334068	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757790	4.972302	-0.039257	-0.278183	2.794093	-0.033373	-0.086174	3.463197	-4.713170	0.583300	-0.009420	-0.093256	-0.239563	-0.866248	-0.055546
27058470.000000	27618.048000	10864.818797	0.000000	2945.237023	3017.277602	-0.190011	0.011712	0.091126	0.208853	0.210732	0.209181	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757982	4.972294	-0.040951	-0.277528	2.793909	-0.033277	-0.084024	3.463181	-4.713170	0.583300	-0.009420	-0.093432	-0.240642	-0.865952	-0.053844
27058480.000000	27618.058000	10864.828787	0.000000	2944.201340	3011.388395	0.282089	0.165250	0.136689	0.134820	0.313461	0.213270	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758014	4.972262	-0.040112	-0.277936	2.794037	-0.030616	-0.083736	3.461007	-4.713170	0.583300	-0.009420	-0.092065	-0.239722	-0.865848	-0.054931
27058490.000000	27618.068000	10864.838753	0.000000	2942.186120	3011.388395	0.283508	-0.026352	-0.044139	-0.242241	0.286924	0.243670	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758397	4.972198	-0.041159	-0.280014	2.794901	-0.030608	-0.084879	3.458018	-4.713170	0.583300	-0.009420	-0.094087	-0.240913	-0.865665	-0.055522
27058500.000000	27618.078000	10864.848878	0.000000	2943.311618	3011.388395	0.099175	0.460615	0.118970	0.021774	0.154885	0.461129	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758062	4.972382	-0.038498	-0.278559	2.794869	-0.031647	-0.083848	3.464324	-4.713170	0.583300	-0.009420	-0.092760	-0.239059	-0.866104	-0.053955
27058510.000000	27618.088000	10864.858751	0.000000	2945.174927	3011.388395	-0.151689	0.163786	0.087329	0.198692	0.175031	0.257496	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758126	4.972414	-0.040120	-0.277584	2.795140	-0.033061	-0.084048	3.463045	-4.713170	0.583300	-0.009420	-0.093695	-0.240977	-0.865713	-0.055202
27058520.000000	27618.098000	10864.868785	0.000000	2945.192433	2992.957573	-0.062450	-0.220883	0.002531	0.127562	0.062501	0.255071	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757910	4.972294	-0.042222	-0.277976	2.793262	-0.032558	-0.084584	3.461191	-4.713170	0.583300	-0.009420	-0.093711	-0.239339	-0.866224	-0.055290
27058530.000000	27618.108000	10864.878685	0.000000	2941.767828	2992.957573	0.017032	-0.061488	0.029110	-0.224821	0.033726	0.233078	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758078	4.972358	-0.041351	-0.279918	2.795308	-0.032110	-0.084416	3.462166	-4.713170	0.583300	-0.009420	-0.092800	-0.240833	-0.866128	-0.054251
27058540.000000	27618.118000	10864.888754	0.000000	2940.781959	2992.957573	-0.099352	-0.194531	0.051891	-0.313189	0.112087	0.368686	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757910	4.972294	-0.042078	-0.280405	2.795092	-0.032766	-0.084272	3.460871	-4.713170	0.583300	-0.009420	-0.092976	-0.239243	-0.865409	-0.054611
27058550.000000	27618.128000	10864.898760	0.000000	2947.994248	2992.957573	0.019870	-0.083449	-0.188263	0.269822	0.189309	0.282431	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758054	4.972190	-0.041471	-0.277192	2.794789	-0.032094	-0.085790	3.463301	-4.713170	0.583300	-0.009420	-0.093328	-0.240841	-0.865800	-0.056042
27058560.000000	27618.138000	10864.908784	0.000000	2943.942963	3008.426096	0.043999	0.048312	0.287141	0.236434	0.290493	0.241320	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757630	4.972238	-0.040751	-0.277376	2.794645	-0.031958	-0.082785	3.461255	-4.713170	0.583300	-0.009420	-0.092025	-0.239603	-0.866008	-0.054331
27058570.000000	27618.148000	10864.918946	0.000000	2944.175579	3008.426096	-0.306395	0.043920	-0.115015	-0.085646	0.327271	0.096251	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.758333	4.972406	-0.040775	-0.279151	2.796435	-0.033933	-0.085327	3.465171	-4.713170	0.583300	-0.009420	-0.092960	-0.241537	-0.865249	-0.054371
27058580.000000	27618.158000	10864.928803	0.000000	2941.030586	3008.426096	0.012774	-0.139081	0.282079	-0.087098	0.282368	0.164102	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757910	4.972246	-0.041775	-0.279159	2.795580	-0.032134	-0.082817	3.462406	-4.713170	0.583300	-0.009420	-0.091881	-0.239051	-0.865617	-0.056074
27058590.000000	27618.168000	10864.938793	0.000000	2944.403382	3008.426096	0.130400	0.250163	0.193484	0.205950	0.233324	0.324032	1.768717	5044.048450	0.181156	-0.349741	-0.001995	-0.004541	4.757630	4.972246	-0.039648	-0.277544	2.795636	-0.031471	-0.083377	3.460983	-4.713170	0.583300	-0.009420	-0.092696	-0.241361	-0.865017	-0.054107
