 # Date of Experiment: 18/01/02014
 # Time of Experiment: 11:01:27
 # Laser Diode Temp (C): 0.00000
 # Laser Diode Operating Hours (h): 0.00000
 # Laser Diode Current (A): 0.00000
 # AOD ANDOR center x (pixels): 240.500
 # AOD ANDOR center y (pixels): 253.778
 # AOD ANDOR range x (pixels): 27.5000
 # AOD ANDOR range y (pixels): 27.2200
 # AOD CCD center x (pixels): 278.500
 # AOD CCD center y (pixels): 370.750
 # AOD CCD range x (pixels): 163.000
 # AOD CCD range y (pixels): 135.000
 # PM ANDOR center x (pixels): 245.889
 # PM ANDOR center y (pixels): 262.250
 # PM ANDOR range x (pixels): 15.2700
 # PM ANDOR range y (pixels): 10.5000
 # PM CCD center x (pixels): 308.250
 # PM CCD center y (pixels): 412.000
 # PM CCD range x (pixels): 92.3333
 # PM CCD range y (pixels): 52.0000
 # ANDOR pixel size x (nm): 293.940
 # ANDOR pixel size y (nm): 288.530
 # CCD pixel size x (nm): 47.3100
 # CCD pixel size y (nm): 57.1700
 # AOD detector x offset (V): -0.0322060
 # AOD detector y offset (V): -0.0846000
 # AOD trap stiffness x (pN/nm): 0.123303
 # AOD trap stiffness y (pN/nm): 0.126880
 # AOD trap distance conversion x (V/Nm): 0.000695000
 # AOD trap distance conversion y (V/Nm): 0.000802000
 # PM detector x offset (V): -0.0410150
 # PM detector y offset (V): -0.278679
 # PM trap stiffness x (pN/nm): 0.124807
 # PM trap stiffness y (pN/nm): 0.109598
 # PM trap distance conversion x (V/nm): 0.000682000
 # PM trap distance conversion y (V/nm): 0.000604000
 # AOD bead radius (um): 1.05000
 # PM bead radius  (um): 1.05000
 # Sample rate (Hz): 1000
 # Number of samples (int): 10
 # Delta time (s): 0.0100000

Message index (int)	Time sent (s)	Time received (s)	Experiment Phase (int)	Extension from Trap and PSD positions (nm)	Extension from image measurements (nm)	Force X felt by AOD (pN)	Force X felt by PM  (pN)	Force Y felt by AOD (pN)	Force Y felt by PM  (pN)	Norm of force felt by AOD (pN)	Norm of force felt by PM  (pN)	AOD to PM vector x (nm)	AOD to PM vector y (nm)	AODx (V)	AODy (V)	PMx (V)	PMy (V)	PMsensorx (V)	PMsensory (V)	PMxdiff (V)	PMydiff (V)	PMxsum (V)	AODxdiff (V)	AODydiff (V)	AODxsum (V)	StageX (mm)	StageY (mm)	StageZ (mm)	FBx (V)	FBy (V)	FBsum (V)	Pressure (a.u.)
27116760.000000	27676.895000	10923.665267	4.000000	817.625454	819.452521	-1.840674	-2.202789	-2.203947	-3.232778	2.871491	3.911922	1.768717	2929.751663	0.181156	-0.349741	-0.001995	-0.715745	4.758022	8.495224	-0.053052	-0.296495	2.808856	-0.042581	-0.098531	3.471821	-4.337930	1.096970	-0.009470	-0.089699	-0.236014	-0.866144	-0.054851
27116770.000000	27676.905000	10923.675400	4.000000	814.573265	819.452521	-2.219277	-1.995082	-1.967431	-3.363243	2.965801	3.910468	1.768717	2929.751663	0.181156	-0.349741	-0.001995	-0.715745	4.758142	8.494049	-0.051917	-0.297214	2.808384	-0.044715	-0.097036	3.470750	-4.337930	1.096970	-0.009470	-0.091146	-0.238979	-0.865473	-0.054611
27116780.000000	27676.915000	10923.685373	4.000000	819.122364	819.452521	-1.833578	-1.959946	-2.401228	-3.348727	3.021242	3.880124	1.768717	2930.751663	0.181156	-0.349741	-0.001995	-0.715409	4.757910	8.492459	-0.051725	-0.297134	2.808320	-0.042541	-0.099778	3.471869	-4.337930	1.096970	-0.009470	-0.091234	-0.236389	-0.866256	-0.053564
27116790.000000	27676.925000	10923.695276	4.000000	814.557240	819.452521	-1.538538	-2.158868	-1.768884	-3.412599	2.344366	4.038136	1.768717	2931.751663	0.181156	-0.349741	-0.001995	-0.715072	4.757974	8.491356	-0.052812	-0.297486	2.808800	-0.040878	-0.095781	3.471550	-4.337930	1.096970	-0.009470	-0.090890	-0.238116	-0.865489	-0.054019
27116800.000000	27676.935000	10923.705336	4.000000	823.603542	841.029788	-1.501635	-2.448560	-2.421478	-3.094873	2.849292	3.946351	1.768717	2932.751663	0.181156	-0.349741	-0.001995	-0.714736	4.757766	8.489949	-0.054395	-0.295735	2.808912	-0.040670	-0.099906	3.472485	-4.323570	1.116940	-0.009470	-0.089555	-0.236581	-0.865545	-0.055802
27116810.000000	27676.945000	10923.715273	4.000000	823.120214	841.029788	-1.890173	-2.055106	-2.388571	-3.228423	3.045985	3.827033	1.768717	2933.751663	0.181156	-0.349741	-0.001995	-0.714400	4.758413	8.488558	-0.052245	-0.296471	2.806466	-0.042860	-0.099698	3.472876	-4.323570	1.116940	-0.009470	-0.090714	-0.238172	-0.865473	-0.053900
27116820.000000	27676.955000	10923.725293	4.000000	824.171622	841.029788	-1.840674	-1.528611	-2.441728	-3.269069	3.057796	3.608804	1.768717	2934.751663	0.181156	-0.349741	-0.001995	-0.714063	4.758134	8.486815	-0.049368	-0.296695	2.808440	-0.042581	-0.100034	3.473124	-4.323570	1.116940	-0.009470	-0.089691	-0.236078	-0.865968	-0.053604
27116830.000000	27676.965000	10923.735257	4.000000	825.033664	841.029788	-1.626535	-2.170580	-2.675554	-3.376308	3.131167	4.013835	1.768717	2934.751663	0.181156	-0.349741	-0.001995	-0.714063	4.758405	8.485561	-0.052876	-0.297286	2.809327	-0.041374	-0.101512	3.469615	-4.323570	1.116940	-0.009470	-0.090107	-0.237381	-0.864961	-0.055842
27116840.000000	27676.975000	10923.745366	4.000000	824.281299	804.031059	-1.674792	-2.471984	-2.212806	-3.168906	2.775147	4.019039	1.768717	2935.751663	0.181156	-0.349741	-0.001995	-0.713727	4.758014	8.484450	-0.054523	-0.296143	2.806602	-0.041646	-0.098587	3.474187	-4.323570	1.116940	-0.009470	-0.089531	-0.235846	-0.865824	-0.054075
27116850.000000	27676.985000	10923.755237	4.000000	828.139847	804.031059	-2.210761	-1.821048	-2.259635	-2.896182	3.161236	3.421123	1.768717	2936.751663	0.181156	-0.349741	-0.001995	-0.713390	4.758365	8.482979	-0.050966	-0.294640	2.808512	-0.044667	-0.098883	3.470455	-4.323570	1.116940	-0.009470	-0.090258	-0.237109	-0.866176	-0.053292
27116860.000000	27676.995000	10923.765545	4.000000	826.230561	804.031059	-1.946945	-1.920600	-2.297446	-3.247294	3.011454	3.772748	1.768717	2937.751663	0.181156	-0.349741	-0.001995	-0.713054	4.757838	8.481340	-0.051510	-0.296575	2.807993	-0.043180	-0.099122	3.470806	-4.323570	1.116940	-0.009470	-0.089451	-0.236142	-0.866184	-0.055938
27116870.000000	27677.005000	10923.775289	4.000000	825.534285	804.031059	-1.564085	-2.504192	-2.141931	-3.299372	2.652212	4.142080	1.768717	2938.751663	0.181156	-0.349741	-0.001995	-0.712718	4.758301	8.480285	-0.054699	-0.296862	2.807457	-0.041022	-0.098139	3.469575	-4.323570	1.116940	-0.009470	-0.090978	-0.237588	-0.864913	-0.055026
27116880.000000	27677.015000	10923.785313	4.000000	824.636014	827.944077	-1.874738	-2.196933	-2.454226	-3.776595	3.088344	4.369117	1.768717	2939.751663	0.181156	-0.349741	-0.001995	-0.712381	4.757830	8.478575	-0.053020	-0.299492	2.807441	-0.042773	-0.100113	3.466986	-4.323570	1.116940	-0.009470	-0.090330	-0.236014	-0.865489	-0.053276
27116890.000000	27677.025000	10923.795376	4.000000	820.967756	827.944077	-1.732806	-2.090243	-2.470680	-4.192849	3.017760	4.684987	1.768717	2939.751663	0.181156	-0.349741	-0.001995	-0.712381	4.758349	8.477248	-0.052437	-0.301786	2.806970	-0.041973	-0.100217	3.471725	-4.323570	1.116940	-0.009470	-0.090290	-0.238460	-0.865545	-0.054251
27116900.000000	27677.035000	10923.805312	4.000000	827.859901	827.944077	-1.778224	-1.974586	-2.429072	-3.511128	3.010394	4.028276	1.768717	2940.751663	0.181156	-0.349741	-0.001995	-0.712045	4.758238	8.476033	-0.051805	-0.298029	2.807377	-0.042229	-0.099954	3.471941	-4.323570	1.116940	-0.009470	-0.090690	-0.235894	-0.865769	-0.054955
27116910.000000	27677.045000	10923.815332	4.000000	833.092538	827.944077	-1.773966	-2.460272	-2.440462	-3.057312	3.017087	3.924296	1.768717	2941.751663	0.181156	-0.349741	-0.001995	-0.711709	4.758110	8.474946	-0.054459	-0.295528	2.807058	-0.042205	-0.100026	3.472565	-4.323570	1.116940	-0.009470	-0.090890	-0.238172	-0.865089	-0.052637
27116920.000000	27677.055000	10923.825324	4.000000	831.895793	861.960301	-2.083022	-2.036074	-2.435400	-3.293565	3.204708	3.872101	1.768717	2942.751663	0.181156	-0.349741	-0.001995	-0.711372	4.757950	8.473571	-0.052141	-0.296830	2.805419	-0.043947	-0.099994	3.474403	-4.309220	1.137060	-0.009470	-0.089643	-0.236230	-0.865697	-0.054315
27116930.000000	27677.065000	10923.835284	4.000000	833.216852	861.960301	-1.898689	-1.995082	-2.110290	-2.977473	2.838722	3.584089	1.768717	2943.751663	0.181156	-0.349741	-0.001995	-0.711036	4.758094	8.471717	-0.051917	-0.295088	2.805771	-0.042908	-0.097939	3.471797	-4.309220	1.137060	-0.009470	-0.090298	-0.237892	-0.864897	-0.055578
27116940.000000	27677.075000	10923.845459	4.000000	834.772211	861.960301	-1.433686	-1.753886	-2.327821	-2.994892	2.733899	3.470662	1.768717	2943.751663	0.181156	-0.349741	-0.001995	-0.711036	4.758341	8.470837	-0.050599	-0.295184	2.806602	-0.040287	-0.099314	3.472796	-4.309220	1.137060	-0.009470	-0.090075	-0.235590	-0.866176	-0.053268
27116950.000000	27677.085000	10923.855350	4.000000	832.420824	861.960301	-1.825062	-1.828368	-2.298711	-3.337114	2.935119	3.805162	1.768717	2944.751663	0.181156	-0.349741	-0.001995	-0.710699	4.758062	8.469455	-0.051006	-0.297070	2.807673	-0.042493	-0.099130	3.471182	-4.309220	1.137060	-0.009470	-0.091042	-0.238460	-0.865289	-0.053979
27116960.000000	27677.095000	10923.865357	4.000000	833.802823	824.614210	-1.399622	-1.951345	-2.233056	-3.238585	2.635428	3.781028	1.768717	2945.751663	0.181156	-0.349741	-0.001995	-0.710363	4.758070	8.467752	-0.051678	-0.296527	2.807913	-0.040095	-0.098715	3.473851	-4.309220	1.137060	-0.009470	-0.089891	-0.235966	-0.865745	-0.055626
27116970.000000	27677.105000	10923.875327	4.000000	836.867560	824.614210	-1.663437	-2.392927	-2.571930	-3.305178	3.062980	4.080478	1.768717	2946.751663	0.181156	-0.349741	-0.001995	-0.710027	4.758126	8.466593	-0.054091	-0.296894	2.807074	-0.041582	-0.100857	3.474291	-4.309220	1.137060	-0.009470	-0.091154	-0.238076	-0.865609	-0.054667
27116980.000000	27677.115000	10923.885318	4.000000	828.970587	824.614210	-2.138376	-2.008258	-1.994009	-3.780950	2.923820	4.281201	1.768717	2947.751663	0.181156	-0.349741	-0.001995	-0.709690	4.757998	8.465234	-0.051989	-0.299516	2.807929	-0.044259	-0.097204	3.472069	-4.301890	1.147160	-0.009470	-0.089507	-0.236174	-0.865824	-0.053860
27116990.000000	27677.125000	10923.895204	4.000000	834.012355	824.614210	-2.105731	-1.970194	-2.283524	-3.588064	3.106217	4.093393	1.768717	2948.751663	0.181156	-0.349741	-0.001995	-0.709354	4.758262	8.463835	-0.051781	-0.298453	2.804963	-0.044075	-0.099034	3.469623	-4.301890	1.147160	-0.009470	-0.091385	-0.238204	-0.865529	-0.055962
27117000.000000	27677.135000	10923.905300	4.000000	832.134892	863.657035	-1.833578	-2.126843	-2.141931	-3.780950	2.819552	4.338092	1.768717	2949.751663	0.181156	-0.349741	-0.001995	-0.709018	4.758078	8.462357	-0.052637	-0.299516	2.808216	-0.042541	-0.098139	3.470670	-4.301890	1.147160	-0.009470	-0.090450	-0.236373	-0.866080	-0.055218
27117010.000000	27677.145000	10923.915765	4.000000	834.757240	863.657035	-1.783902	-2.430991	-2.044635	-3.409695	2.713455	4.187570	1.768717	2949.751663	0.181156	-0.349741	-0.001995	-0.709018	4.758110	8.461046	-0.054299	-0.297470	2.807369	-0.042261	-0.097524	3.473859	-4.301890	1.147160	-0.009470	-0.090186	-0.237812	-0.865273	-0.053684
27117020.000000	27677.156000	10923.926222	4.000000	842.446978	863.657035	-1.843513	-2.066819	-2.307571	-2.903440	2.953544	3.563945	1.768717	2950.751663	0.181156	-0.349741	-0.001995	-0.708681	4.758078	8.459687	-0.052309	-0.294680	2.808488	-0.042597	-0.099186	3.469727	-4.301890	1.147160	-0.009470	-0.090139	-0.236573	-0.865297	-0.055522
27117030.000000	27677.166000	10923.936205	4.000000	844.419430	863.657035	-2.183794	-2.208645	-2.499789	-2.962957	3.319322	3.695568	1.768717	2951.751663	0.181156	-0.349741	-0.001995	-0.708345	4.758086	8.458344	-0.053084	-0.295008	2.807553	-0.044515	-0.100401	3.471446	-4.301890	1.147160	-0.009470	-0.090858	-0.237980	-0.865321	-0.055130
27117040.000000	27677.176000	10923.946232	4.000000	847.053198	847.203047	-1.420912	-2.327230	-2.750227	-3.000699	3.095600	3.797393	1.768717	2952.751663	0.181156	-0.349741	-0.001995	-0.708008	4.758038	8.456754	-0.053732	-0.295216	2.805331	-0.040215	-0.101984	3.473788	-4.301890	1.147160	-0.009470	-0.089843	-0.236405	-0.865992	-0.054459
27117050.000000	27677.186000	10923.956253	4.000000	842.837466	847.203047	-1.914301	-2.273061	-2.016791	-2.938279	2.780646	3.714874	1.768717	2953.751663	0.181156	-0.349741	-0.001995	-0.707672	4.758453	8.455659	-0.053436	-0.294872	2.806322	-0.042996	-0.097348	3.473987	-4.301890	1.147160	-0.009470	-0.090770	-0.238715	-0.865800	-0.055394
27117060.000000	27677.196000	10923.966208	4.000000	842.532080	847.203047	-1.484781	-2.157404	-2.455492	-3.460502	2.869497	4.077925	1.768717	2954.751663	0.181156	-0.349741	-0.001995	-0.707336	4.757830	8.453948	-0.052804	-0.297750	2.806458	-0.040575	-0.100121	3.471693	-4.301890	1.147160	-0.009470	-0.088892	-0.236557	-0.865593	-0.055650
27117070.000000	27677.206000	10923.976174	4.000000	842.759140	847.203047	-1.978170	-1.984834	-2.316430	-3.315339	3.046146	3.864071	1.768717	2954.751663	0.181156	-0.349741	-0.001995	-0.707336	4.758238	8.452461	-0.051861	-0.296950	2.806330	-0.043356	-0.099242	3.473236	-4.301890	1.147160	-0.009470	-0.091449	-0.237397	-0.865441	-0.054563
27117080.000000	27677.216000	10923.986121	4.000000	845.784064	850.213653	-1.944107	-2.704579	-2.680617	-3.408244	3.311383	4.350962	1.768717	2955.751663	0.181156	-0.349741	-0.001995	-0.706999	4.758094	8.450999	-0.055794	-0.297462	2.807026	-0.043164	-0.101544	3.470942	-4.301890	1.147160	-0.009470	-0.090115	-0.235878	-0.865912	-0.055354
27117090.000000	27677.226000	10923.996101	4.000000	847.444797	850.213653	-1.937010	-2.795164	-2.609899	-3.274875	3.250167	4.305549	1.768717	2956.751663	0.181156	-0.349741	-0.001995	-0.706663	4.758182	8.449856	-0.056289	-0.296727	2.807353	-0.043124	-0.101097	3.470678	-4.301890	1.147160	-0.009470	-0.090794	-0.238324	-0.864897	-0.056369
27117100.000000	27677.236000	10924.006182	4.000000	844.435427	850.213653	-2.012234	-2.384143	-2.024385	-3.208100	2.854333	3.997005	1.768717	2957.751663	0.181156	-0.349741	-0.001995	-0.706327	4.757878	8.448505	-0.054043	-0.296359	2.807089	-0.043548	-0.097396	3.468952	-4.301890	1.147160	-0.009470	-0.089611	-0.236413	-0.865481	-0.054507
27117110.000000	27677.246000	10924.016169	4.000000	846.932872	850.213653	-2.129860	-1.726070	-2.343008	-3.319694	3.166385	3.741616	1.768717	2958.751663	0.181156	-0.349741	-0.001995	-0.705990	4.758206	8.446762	-0.050447	-0.296974	2.809192	-0.044211	-0.099410	3.470830	-4.301890	1.147160	-0.009470	-0.091449	-0.238252	-0.865281	-0.054411
27117120.000000	27677.256000	10924.026138	4.000000	841.167223	849.945875	-2.138376	-2.195469	-2.068682	-3.714175	2.975247	4.314531	1.768717	2958.751663	0.181156	-0.349741	-0.001995	-0.705990	4.758014	8.445340	-0.053012	-0.299148	2.806874	-0.044259	-0.097676	3.470447	-4.287490	1.167280	-0.009470	-0.089355	-0.235862	-0.865896	-0.055378
27117130.000000	27677.266000	10924.036152	4.000000	843.880056	849.945875	-1.795256	-2.194005	-1.999072	-3.466309	2.686863	4.102311	1.768717	2959.751663	0.181156	-0.349741	-0.001995	-0.705654	4.758238	8.444332	-0.053004	-0.297782	2.806274	-0.042325	-0.097236	3.473907	-4.287490	1.167280	-0.009470	-0.090658	-0.238300	-0.864769	-0.054411
27117140.000000	27677.276000	10924.046174	4.000000	854.660106	849.945875	-1.894431	-2.115131	-2.623663	-2.933924	3.236121	3.616862	1.768717	2960.751663	0.181156	-0.349741	-0.001995	-0.705317	4.758166	8.442694	-0.052573	-0.294848	2.807937	-0.042884	-0.101184	3.470023	-4.287490	1.167280	-0.009470	-0.090170	-0.236469	-0.865201	-0.054691
27117150.000000	27677.286000	10924.056201	4.000000	854.551648	849.945875	-1.902947	-2.261349	-2.504852	-2.952795	3.145709	3.719234	1.768717	2961.751663	0.181156	-0.349741	-0.001995	-0.704981	4.757998	8.441519	-0.053372	-0.294952	2.808376	-0.042932	-0.100433	3.472565	-4.287490	1.167280	-0.009470	-0.090115	-0.237628	-0.864857	-0.056058
27117160.000000	27677.296000	10924.066207	4.000000	852.025464	847.460887	-1.413815	-1.927920	-2.594712	-3.416954	2.954895	3.923321	1.768717	2962.751663	0.181156	-0.349741	-0.001995	-0.704645	4.758030	8.439952	-0.051550	-0.297510	2.807018	-0.040175	-0.101001	3.470542	-4.287490	1.167280	-0.009470	-0.090482	-0.235550	-0.865369	-0.055186
27117170.000000	27677.306000	10924.076121	4.000000	853.071190	847.460887	-1.830739	-2.278917	-2.294914	-3.152938	2.935683	3.890307	1.768717	2963.751663	0.181156	-0.349741	-0.001995	-0.704308	4.758110	8.438905	-0.053468	-0.296055	2.807937	-0.042525	-0.099106	3.472677	-4.287490	1.167280	-0.009470	-0.091258	-0.238372	-0.864889	-0.054355
27117180.000000	27677.316000	10924.086198	4.000000	853.223223	847.460887	-1.890173	-2.220357	-2.259635	-3.215359	2.945964	3.907495	1.768717	2964.751663	0.181156	-0.349741	-0.001995	-0.703972	4.758341	8.437171	-0.053148	-0.296399	2.805994	-0.042860	-0.098883	3.473268	-4.287490	1.167280	-0.009470	-0.090202	-0.235934	-0.865481	-0.054931
27117190.000000	27677.326000	10924.096256	4.000000	854.433364	847.460887	-1.660599	-2.138555	-2.518774	-3.306630	3.016920	3.937921	1.768717	2964.751663	0.181156	-0.349741	-0.001995	-0.703972	4.758325	8.436140	-0.052701	-0.296902	2.806370	-0.041566	-0.100521	3.472844	-4.287490	1.167280	-0.009470	-0.091449	-0.237612	-0.865856	-0.055178
27117200.000000	27677.336000	10924.106214	4.000000	852.937490	858.330145	-1.463491	-1.914744	-2.306305	-3.396631	2.731456	3.899147	1.768717	2965.751663	0.181156	-0.349741	-0.001995	-0.703636	4.758030	8.434789	-0.051478	-0.297398	2.806034	-0.040455	-0.099178	3.470966	-4.287490	1.167280	-0.009470	-0.088804	-0.235550	-0.865960	-0.054027
27117210.000000	27677.346000	10924.116221	4.000000	860.501279	858.330145	-1.746999	-2.017042	-2.398696	-2.757007	2.967449	3.416072	1.768717	2966.751663	0.181156	-0.349741	-0.001995	-0.703299	4.758086	8.433214	-0.052037	-0.293873	2.806074	-0.042053	-0.099762	3.472133	-4.287490	1.167280	-0.009470	-0.090554	-0.237484	-0.865657	-0.055098
27117220.000000	27677.356000	10924.126137	4.000000	856.335529	858.330145	-1.983848	-1.986298	-2.272133	-3.213907	3.016329	3.778171	1.768717	2967.751663	0.181156	-0.349741	-0.001995	-0.702963	4.758046	8.431815	-0.051869	-0.296391	2.805187	-0.043388	-0.098962	3.473859	-4.287490	1.167280	-0.009470	-0.089755	-0.236038	-0.865457	-0.055658
27117230.000000	27677.366000	10924.136169	4.000000	859.853350	858.330145	-1.937010	-2.236461	-2.240650	-2.910698	2.961844	3.670684	1.768717	2968.751663	0.181156	-0.349741	-0.001995	-0.702626	4.758278	8.430345	-0.053236	-0.294720	2.806394	-0.043124	-0.098763	3.471454	-4.273230	1.187250	-0.009470	-0.090746	-0.238508	-0.864490	-0.053860
27117240.000000	27677.376000	10924.146367	4.000000	860.461761	850.885725	-1.816546	-2.156123	-2.402493	-3.093422	3.011945	3.770693	1.768717	2969.751663	0.181156	-0.349741	-0.001995	-0.702290	4.758030	8.429010	-0.052797	-0.295727	2.808728	-0.042445	-0.099786	3.469887	-4.273230	1.187250	-0.009470	-0.090442	-0.236973	-0.865401	-0.053955
27117250.000000	27677.386000	10924.156273	4.000000	859.510713	850.885725	-1.673373	-2.442704	-2.392368	-3.189229	2.919521	4.017211	1.768717	2969.751663	0.181156	-0.349741	-0.001995	-0.702290	4.758134	8.427523	-0.054363	-0.296255	2.807921	-0.041638	-0.099722	3.470582	-4.273230	1.187250	-0.009470	-0.092009	-0.238931	-0.865840	-0.055370
27117260.000000	27677.396000	10924.166241	4.000000	856.439696	850.885725	-1.819385	-2.289165	-2.092729	-3.376308	2.773026	4.079183	1.768717	2970.751663	0.181156	-0.349741	-0.001995	-0.701954	4.758014	8.426180	-0.053524	-0.297286	2.804828	-0.042461	-0.097828	3.473564	-4.273230	1.187250	-0.009470	-0.088548	-0.235462	-0.865952	-0.053412
27117270.000000	27677.406000	10924.176318	4.000000	858.795663	850.885725	-2.244824	-2.397319	-2.335415	-3.437276	3.239351	4.190705	1.768717	2971.751663	0.181156	-0.349741	-0.001995	-0.701617	4.758517	8.424925	-0.054115	-0.297622	2.806570	-0.044859	-0.099362	3.468864	-4.273230	1.187250	-0.009470	-0.090946	-0.239051	-0.865697	-0.053740
27117280.000000	27677.416000	10924.186211	4.000000	864.051271	857.338078	-2.183794	-1.759559	-2.411353	-3.036990	3.253241	3.509894	1.768717	2972.751663	0.181156	-0.349741	-0.001995	-0.701281	4.758142	8.423407	-0.050630	-0.295416	2.806482	-0.044515	-0.099842	3.469735	-4.273230	1.187250	-0.009470	-0.090051	-0.236142	-0.866240	-0.055842
27117290.000000	27677.426000	10924.196249	4.000000	859.431570	857.338078	-1.616600	-2.268669	-2.146993	-3.424212	2.687559	4.107564	1.768717	2973.751663	0.181156	-0.349741	-0.001995	-0.700944	4.758110	8.421920	-0.053412	-0.297550	2.807545	-0.041318	-0.098171	3.475018	-4.273230	1.187250	-0.009470	-0.092297	-0.237868	-0.865872	-0.054275
27117300.000000	27677.436000	10924.206392	4.000000	864.869315	857.338078	-1.989525	-1.862040	-2.888023	-3.577903	3.506977	4.033433	1.768717	2974.751663	0.181156	-0.349741	-0.001995	-0.700608	4.758413	8.420681	-0.051190	-0.298397	2.805915	-0.043420	-0.102855	3.471885	-4.273230	1.187250	-0.009470	-0.090091	-0.235958	-0.865513	-0.053316
27117310.000000	27677.446000	10924.216303	4.000000	860.494375	857.338078	-1.825062	-2.242317	-2.240650	-3.498063	2.889873	4.155049	1.768717	2974.751663	0.181156	-0.349741	-0.001995	-0.700608	4.758150	8.419330	-0.053268	-0.297957	2.807809	-0.042493	-0.098763	3.470375	-4.273230	1.187250	-0.009470	-0.091146	-0.238076	-0.865816	-0.055994
27117320.000000	27677.456000	10924.226281	4.000000	858.406815	858.012803	-1.724290	-1.740710	-2.518774	-4.076719	3.052441	4.432799	1.768717	2975.751663	0.181156	-0.349741	-0.001995	-0.700272	4.758381	8.417772	-0.050527	-0.301146	2.809048	-0.041925	-0.100521	3.469032	-4.273230	1.187250	-0.009470	-0.089787	-0.235702	-0.865777	-0.055194
27117330.000000	27677.466000	10924.236243	4.000000	873.961251	858.012803	-1.793837	-2.123915	-3.097960	-2.981828	3.579834	3.660917	1.768717	2976.751663	0.181156	-0.349741	-0.001995	-0.699935	4.758182	8.416493	-0.052621	-0.295112	2.804604	-0.042317	-0.104182	3.469160	-4.273230	1.187250	-0.009470	-0.091002	-0.238340	-0.865377	-0.053372
27117340.000000	27677.476000	10924.246258	4.000000	866.471598	858.012803	-1.842094	-1.831296	-2.660367	-3.534354	3.235871	3.980616	1.768717	2977.751663	0.181156	-0.349741	-0.001995	-0.699599	4.758054	8.415118	-0.051022	-0.298157	2.806178	-0.042589	-0.101416	3.471797	-4.273230	1.187250	-0.009470	-0.089723	-0.236709	-0.866856	-0.055290
27117350.000000	27677.486000	10924.256297	4.000000	865.443506	858.012803	-1.654921	-2.096099	-2.441728	-3.567742	2.949712	4.137923	1.768717	2978.751663	0.181156	-0.349741	-0.001995	-0.699263	4.758174	8.413415	-0.052469	-0.298341	2.809623	-0.041534	-0.100034	3.471070	-4.260290	1.205120	-0.009470	-0.090163	-0.238388	-0.865441	-0.055498
27117360.000000	27677.496000	10924.266355	4.000000	868.826545	877.258796	-1.528602	-2.303805	-2.898148	-3.701110	3.276566	4.359557	1.768717	2979.751663	0.181156	-0.349741	-0.001995	-0.698926	4.758086	8.412120	-0.053604	-0.299076	2.806722	-0.040822	-0.102919	3.471693	-4.260290	1.205120	-0.009470	-0.089843	-0.236565	-0.866032	-0.053476
27117370.000000	27677.506000	10924.276251	4.000000	866.506879	877.258796	-2.088700	-2.158868	-2.268494	-3.411147	3.083623	4.036909	1.768717	2979.751663	0.181156	-0.349741	-0.001995	-0.698926	4.758150	8.411009	-0.052812	-0.297478	2.806666	-0.043979	-0.098939	3.472469	-4.260290	1.205120	-0.009470	-0.090554	-0.238923	-0.865233	-0.055178
27117380.000000	27677.516000	10924.286210	4.000000	869.114116	877.258796	-1.768289	-2.327230	-2.322758	-3.281952	2.919256	4.023333	1.768717	2980.751663	0.181156	-0.349741	-0.001995	-0.698590	4.757910	8.409571	-0.053732	-0.296766	2.806394	-0.042173	-0.099282	3.470263	-4.260290	1.205120	-0.009470	-0.088812	-0.236278	-0.865864	-0.055826
27117390.000000	27677.526000	10924.296279	4.000000	871.706824	877.258796	-2.050556	-2.381215	-2.632523	-3.374856	3.336908	4.130356	1.768717	2981.751663	0.181156	-0.349741	-0.001995	-0.698253	4.758325	8.408060	-0.054027	-0.297278	2.805195	-0.043764	-0.101240	3.468528	-4.260290	1.205120	-0.009470	-0.090922	-0.238859	-0.865305	-0.053963
27117400.000000	27677.536000	10924.306352	4.000000	869.497101	860.252173	-1.860545	-2.142947	-2.092729	-3.260359	2.800204	3.901559	1.768717	2982.751663	0.181156	-0.349741	-0.001995	-0.697917	4.758006	8.407269	-0.052725	-0.296647	2.807617	-0.042693	-0.097828	3.472980	-4.260290	1.205120	-0.009470	-0.089107	-0.236158	-0.865689	-0.053012
27117410.000000	27677.546000	10924.316257	4.000000	876.743001	860.252173	-1.673373	-2.071211	-2.809554	-3.195036	3.270132	3.807646	1.768717	2983.751663	0.181156	-0.349741	-0.001995	-0.697581	4.758174	8.405342	-0.052333	-0.296287	2.808800	-0.041638	-0.102359	3.472908	-4.260290	1.205120	-0.009470	-0.091074	-0.237604	-0.865457	-0.055138
27117420.000000	27677.556000	10924.326379	4.000000	878.462775	860.252173	-1.873319	-1.939633	-2.464351	-2.817975	3.095537	3.420988	1.768717	2984.751663	0.181156	-0.349741	-0.001995	-0.697244	4.758110	8.404040	-0.051614	-0.294209	2.807601	-0.042765	-0.100177	3.472477	-4.260290	1.205120	-0.009470	-0.089467	-0.235582	-0.866104	-0.053979
27117430.000000	27677.566000	10924.336269	4.000000	880.714410	860.252173	-2.261856	-2.052178	-3.166146	-3.177616	3.891076	3.782682	1.768717	2984.751663	0.181156	-0.349741	-0.001995	-0.697244	4.758238	8.403048	-0.052229	-0.296191	2.807281	-0.044955	-0.104613	3.472173	-4.260290	1.205120	-0.009470	-0.089395	-0.237748	-0.865169	-0.053676
