# Date of Experiment: 18/08/2014
# measurement starttime: 15:56  

# Laser Diode Status

# Laser Diode Operating Hours (h): 30088.300000
# Laser Diode Current (A): 13.980000

# results thermal calibration: 

# AOD detector vertical offset:  -0.086640
# AOD detector horizontal offset: -0.058736
# AOD vertical trap stiffness (pN/nm): 0.040178
# AOD horizontal trap stiffness (pN/nm): 0.071868
# AOD vertical OLS (V/nm): 0.000498
# AOD horizontal OLS (V/nm): 0.000616
# PM detector vertical offset:  -0.288765
# PM detector horizontal offset: -0.049036
# PM vertical trap stiffness (pN/nm): 0.071807
# PM horizontal trap stiffness (pN/nm): 0.092592
# PM vertical OLS (V/nm): 0.000573
# PM horizontal OLS (V/nm): 0.000737
# PM bead diameter (um): 2.100000
# AOD bead diameter (um): 2.100000
# Viscosity (pN s / nm^2): 1.148727E-9

# sample rate (Hz): 10000
# number of samples: 10
# rate of while-loop(Hz):  1000
# dt (s): 0.00100
# data averaged to while-loop: FALSE


                                                                                                                              
# start of measurement (iteration) : 11143987
# end of measurement (iteration) : 11234731
# duration of measurement(s): 91
# errors: 0	0	0	0	0

                                                  
PMxdiff (V)	  PMydiff (V)	  PMxsum (V)	 AODxdiff (V)	 AODydiff (V)	  AODxsum (V)	  FBxsum (V)	 xdist (nm) 	 ydist (nm)  	  FBx (V) 	 FBy (V)	 PMsensorx (V)	 PMsensory (V)	 TrackingReferenceTime
-0.047449	-0.284857	2.599590	-0.060253	-0.090714	3.135271	0.721012	-0.000171	3000.000727	-0.069501	-0.159931	4.764400	5.934668	251936494.000000
-0.048984	-0.286128	2.597017	-0.058886	-0.091649	3.136422	0.721444	-0.000171	3000.000727	-0.068838	-0.159715	4.764008	5.934612	251936494.000000
-0.049488	-0.288166	2.597432	-0.056192	-0.087029	3.140642	0.721684	-0.000171	3000.000727	-0.070005	-0.160930	4.763849	5.934660	251936494.000000
-0.045923	-0.289477	2.595730	-0.064433	-0.086534	3.142401	0.721772	-0.000171	3000.000727	-0.070860	-0.160722	4.763841	5.934532	251936494.000000
-0.044412	-0.289109	2.597344	-0.056840	-0.086342	3.146781	0.721740	-0.000171	3000.000727	-0.070428	-0.160978	4.764296	5.934564	251936494.000000
-0.053596	-0.289853	2.597360	-0.057423	-0.085751	3.145422	0.721444	-0.000171	3000.000727	-0.070205	-0.160586	4.764440	5.934708	251936494.000000
-0.043861	-0.290508	2.598431	-0.058214	-0.086710	3.141314	0.721084	-0.000171	3000.000727	-0.071124	-0.160498	4.764272	5.934652	251936494.000000
-0.049080	-0.282356	2.596737	-0.055873	-0.084024	3.136710	0.722243	-0.000171	3000.000727	-0.068934	-0.159787	4.764104	5.934668	251936494.000000
-0.045355	-0.283922	2.594235	-0.052492	-0.093312	3.135223	0.722747	-0.000171	3000.000727	-0.070045	-0.161138	4.764304	5.934676	251936494.000000
-0.046570	-0.291076	2.597232	-0.059142	-0.088900	3.138228	0.722363	-0.000171	3000.000727	-0.068159	-0.160586	4.764504	5.934564	251936494.000000
-0.045931	-0.289589	2.598991	-0.056928	-0.080523	3.137581	0.721891	-0.000171	3000.000727	-0.068790	-0.161314	4.764384	5.934572	251936494.000000
-0.043989	-0.282220	2.598383	-0.055513	-0.096029	3.138964	0.721852	-0.000171	3000.000727	-0.068382	-0.160251	4.764112	5.934532	251936494.000000
-0.047649	-0.280413	2.596865	-0.059709	-0.092480	3.141585	0.721116	-0.000171	3000.000727	-0.069070	-0.160882	4.763857	5.934508	251936494.000000
-0.048456	-0.291339	2.595090	-0.056496	-0.084056	3.140410	0.723010	-0.000171	3000.000727	-0.068294	-0.160762	4.763912	5.934580	251936494.000000
-0.050111	-0.294129	2.592988	-0.057503	-0.082881	3.134848	0.722827	-0.000171	3000.000727	-0.068430	-0.161586	4.764088	5.934532	251936494.000000
-0.045155	-0.290692	2.595946	-0.059421	-0.087397	3.133912	0.722315	-0.000171	3000.000727	-0.067151	-0.160522	4.764304	5.934556	251936494.000000
-0.045139	-0.286632	2.596769	-0.059501	-0.083632	3.134136	0.722275	-0.000171	3000.000727	-0.065569	-0.160003	4.764088	5.934421	251936494.000000
-0.046514	-0.287359	2.597904	-0.059741	-0.084152	3.136462	0.721492	-0.000171	3000.000727	-0.066784	-0.160906	4.763801	5.934349	251936494.000000
-0.045131	-0.288998	2.598735	-0.057008	-0.088196	3.138916	0.722035	-0.000171	3000.000727	-0.068310	-0.161122	4.763857	5.934556	251936494.000000
-0.049631	-0.288542	2.596985	-0.057463	-0.087461	3.141242	0.722819	-0.000171	3000.000727	-0.068582	-0.161186	4.763681	5.934596	251936494.000000
-0.051166	-0.289357	2.597912	-0.058990	-0.089004	3.142672	0.722427	-0.000171	3000.000727	-0.068806	-0.160802	4.764056	5.934668	251936494.000000
-0.049128	-0.287423	2.596137	-0.060173	-0.090562	3.140123	0.720916	-0.000171	3000.000727	-0.071699	-0.161202	4.764568	5.934876	251936494.000000
-0.045699	-0.289829	2.596417	-0.056712	-0.089083	3.137014	0.721532	-0.000171	3000.000727	-0.070484	-0.159971	4.764760	5.934564	251936494.000000
-0.044292	-0.291012	2.597792	-0.056168	-0.080803	3.133904	0.722083	-0.000171	3000.000727	-0.069573	-0.160483	4.764496	5.934564	251936494.000000
-0.043237	-0.290516	2.599478	-0.055977	-0.086630	3.132538	0.721860	-0.000171	3000.000727	-0.070277	-0.160938	4.764528	5.934628	251936494.000000
-0.051973	-0.288326	2.598791	-0.061827	-0.085367	3.133856	0.721332	-0.000171	3000.000727	-0.071244	-0.160498	4.764576	5.934676	251936494.000000
-0.051030	-0.286800	2.597160	-0.054354	-0.086126	3.135263	0.722179	-0.000171	3000.000727	-0.070980	-0.161050	4.764344	5.934644	251936494.000000
-0.049551	-0.289885	2.596833	-0.060181	-0.084823	3.140019	0.720637	-0.000171	3000.000727	-0.068670	-0.160435	4.764504	5.934636	251936494.000000
-0.051286	-0.287551	2.598327	-0.058750	-0.083728	3.139963	0.721748	-0.000171	3000.000727	-0.069134	-0.160826	4.764480	5.934556	251936494.000000
-0.047993	-0.288262	2.597600	-0.057943	-0.088564	3.138940	0.722259	-0.000171	3000.000727	-0.068574	-0.160203	4.764496	5.934700	251936494.000000
-0.047985	-0.284322	2.599526	-0.054578	-0.091513	3.136158	0.721556	-0.000171	3000.000727	-0.068718	-0.160834	4.764248	5.934628	251936494.000000
-0.050599	-0.284737	2.598983	-0.056808	-0.091761	3.134208	0.721644	-0.000171	3000.000727	-0.068670	-0.160075	4.764008	5.934556	251936494.000000
-0.048432	-0.290236	2.596721	-0.062898	-0.092097	3.134120	0.721899	-0.000171	3000.000727	-0.067631	-0.159955	4.764136	5.934365	251936494.000000
-0.053308	-0.289749	2.596881	-0.057096	-0.085455	3.137381	0.722099	-0.000171	3000.000727	-0.069549	-0.161865	4.764128	5.934532	251936494.000000
-0.053020	-0.287775	2.596745	-0.062123	-0.086086	3.138117	0.721028	-0.000171	3000.000727	-0.067088	-0.160730	4.764040	5.934572	251936494.000000
-0.050479	-0.285569	2.597480	-0.054842	-0.090754	3.140394	0.722611	-0.000171	3000.000727	-0.066624	-0.160866	4.764120	5.934381	251936494.000000
-0.048472	-0.289093	2.596265	-0.059014	-0.087197	3.140586	0.723034	-0.000171	3000.000727	-0.067095	-0.160035	4.764048	5.934620	251936494.000000
-0.049823	-0.290540	2.598072	-0.061763	-0.082993	3.138316	0.722379	-0.000171	3000.000727	-0.067135	-0.160459	4.763952	5.934516	251936494.000000
-0.048952	-0.290852	2.598399	-0.057959	-0.084376	3.131770	0.721708	-0.000171	3000.000727	-0.067199	-0.160211	4.763857	5.934373	251936494.000000
-0.053276	-0.293026	2.598551	-0.055977	-0.090906	3.134576	0.720685	-0.000171	3000.000727	-0.069805	-0.161106	4.763673	5.934524	251936494.000000
-0.054411	-0.287527	2.599630	-0.057119	-0.088916	3.136710	0.722123	-0.000171	3000.000727	-0.068198	-0.159723	4.764200	5.934676	251936494.000000
-0.049128	-0.283243	2.598056	-0.058206	-0.088692	3.138732	0.721684	-0.000171	3000.000727	-0.069238	-0.161034	4.764128	5.934796	251936494.000000
-0.048137	-0.284538	2.600805	-0.062179	-0.089052	3.143432	0.722259	-0.000171	3000.000727	-0.069325	-0.160203	4.763952	5.934772	251936494.000000
-0.046762	-0.284114	2.600397	-0.060404	-0.090386	3.141202	0.721532	-0.000171	3000.000727	-0.070149	-0.159923	4.764248	5.934612	251936494.000000
-0.051973	-0.286008	2.599334	-0.062850	-0.090866	3.140538	0.720908	-0.000171	3000.000727	-0.070804	-0.160506	4.764296	5.934636	251936494.000000
-0.049711	-0.288078	2.596753	-0.053946	-0.094766	3.136558	0.721356	-0.000171	3000.000727	-0.071907	-0.160235	4.764496	5.934628	251936494.000000
-0.044468	-0.290324	2.597416	-0.055801	-0.079236	3.132825	0.722555	-0.000171	3000.000727	-0.070948	-0.160618	4.764240	5.934588	251936494.000000
-0.046234	-0.291587	2.597025	-0.059565	-0.080763	3.133745	0.722019	-0.000171	3000.000727	-0.070221	-0.159236	4.764248	5.934692	251936494.000000
-0.049120	-0.290916	2.597536	-0.060404	-0.087253	3.139715	0.721844	-0.000171	3000.000727	-0.069493	-0.160546	4.764240	5.934588	251936494.000000
-0.043925	-0.292315	2.596041	-0.061388	-0.086214	3.137837	0.722115	-0.000171	3000.000727	-0.070037	-0.160522	4.764328	5.934556	251936494.000000
-0.050159	-0.288166	2.597296	-0.061372	-0.084024	3.139491	0.722243	-0.000171	3000.000727	-0.068135	-0.159795	4.764296	5.934540	251936494.000000
-0.051430	-0.290836	2.596689	-0.059597	-0.080563	3.138596	0.721116	-0.000171	3000.000727	-0.069965	-0.160690	4.764624	5.934612	251936494.000000
-0.050423	-0.289853	2.596177	-0.062746	-0.089028	3.138924	0.720964	-0.000171	3000.000727	-0.068175	-0.159451	4.764464	5.934445	251936494.000000
-0.045763	-0.281213	2.598519	-0.060237	-0.089123	3.137349	0.721891	-0.000171	3000.000727	-0.066928	-0.160387	4.764216	5.934740	251936494.000000
-0.045427	-0.286048	2.597152	-0.061739	-0.092201	3.135639	0.722179	-0.000171	3000.000727	-0.066984	-0.160403	4.763896	5.934389	251936494.000000
-0.045995	-0.288478	2.597208	-0.058798	-0.091449	3.135943	0.722923	-0.000171	3000.000727	-0.066368	-0.160379	4.763920	5.934644	251936494.000000
-0.045379	-0.287247	2.597328	-0.063194	-0.088580	3.136854	0.722531	-0.000171	3000.000727	-0.065961	-0.160075	4.764208	5.934500	251936494.000000
-0.047282	-0.288726	2.596641	-0.059198	-0.080379	3.137613	0.721180	-0.000171	3000.000727	-0.066224	-0.159811	4.764136	5.934708	251936494.000000
-0.048616	-0.288326	2.594371	-0.055697	-0.086462	3.136182	0.721252	-0.000171	3000.000727	-0.067016	-0.160642	4.764032	5.934748	251936494.000000
-0.049424	-0.288534	2.595602	-0.062834	-0.086470	3.140402	0.721828	-0.000171	3000.000727	-0.068246	-0.161130	4.764184	5.934612	251936494.000000
-0.048928	-0.290980	2.597912	-0.058294	-0.085135	3.139739	0.721228	-0.000171	3000.000727	-0.068814	-0.160323	4.763976	5.934764	251936494.000000
-0.048241	-0.290820	2.595738	-0.059981	-0.087381	3.136950	0.722115	-0.000171	3000.000727	-0.068342	-0.160355	4.763920	5.934596	251936494.000000
-0.044412	-0.289221	2.598887	-0.059837	-0.090610	3.133808	0.721580	-0.000171	3000.000727	-0.068071	-0.159627	4.764144	5.934500	251936494.000000
-0.045667	-0.290013	2.600366	-0.054282	-0.087485	3.135383	0.722915	-0.000171	3000.000727	-0.069038	-0.159579	4.764448	5.934508	251936494.000000
-0.051342	-0.288734	2.599263	-0.059317	-0.089483	3.137109	0.722043	-0.000171	3000.000727	-0.070668	-0.161514	4.764200	5.934684	251936494.000000
-0.051717	-0.294113	2.600078	-0.056760	-0.087333	3.136462	0.720709	-0.000171	3000.000727	-0.071827	-0.161242	4.764296	5.934684	251936494.000000
-0.046506	-0.293210	2.599454	-0.059453	-0.089123	3.139883	0.721436	-0.000171	3000.000727	-0.070269	-0.160283	4.764160	5.934588	251936494.000000
-0.052365	-0.285633	2.597001	-0.059230	-0.089539	3.139547	0.722291	-0.000171	3000.000727	-0.068342	-0.159483	4.764352	5.934652	251936494.000000
-0.054891	-0.286792	2.598431	-0.057367	-0.082577	3.137261	0.721995	-0.000171	3000.000727	-0.071843	-0.161034	4.764168	5.934604	251936494.000000
-0.050495	-0.283762	2.597792	-0.059150	-0.086957	3.135327	0.721284	-0.000171	3000.000727	-0.069805	-0.160850	4.764192	5.934349	251936494.000000
-0.051174	-0.288758	2.597336	-0.056968	-0.085263	3.132282	0.721060	-0.000171	3000.000727	-0.067951	-0.159396	4.764168	5.934620	251936494.000000
-0.047721	-0.287751	2.596841	-0.059278	-0.084352	3.133161	0.722747	-0.000171	3000.000727	-0.068214	-0.161042	4.764176	5.934628	251936494.000000
-0.048432	-0.291204	2.600230	-0.066095	-0.086246	3.136398	0.721891	-0.000171	3000.000727	-0.068550	-0.160674	4.764080	5.934413	251936494.000000
-0.048720	-0.292922	2.600246	-0.056720	-0.087477	3.138141	0.722699	-0.000171	3000.000727	-0.067863	-0.160259	4.763793	5.934461	251936494.000000
-0.045595	-0.292538	2.596561	-0.058446	-0.083489	3.139539	0.722243	-0.000171	3000.000727	-0.066520	-0.160506	4.763617	5.934485	251936494.000000
-0.047218	-0.293034	2.595778	-0.060564	-0.086494	3.140283	0.722227	-0.000171	3000.000727	-0.064810	-0.160259	4.763521	5.934652	251936494.000000
-0.049583	-0.295016	2.595026	-0.058790	-0.083393	3.137437	0.720325	-0.000171	3000.000727	-0.065737	-0.159819	4.763681	5.934429	251936494.000000
-0.053931	-0.292538	2.597856	-0.058111	-0.081251	3.134224	0.722235	-0.000171	3000.000727	-0.066560	-0.160818	4.764456	5.934532	251936494.000000
-0.046762	-0.294648	2.596737	-0.056400	-0.082282	3.131123	0.722187	-0.000171	3000.000727	-0.066720	-0.160730	4.764288	5.934612	251936494.000000
-0.047881	-0.288542	2.596921	-0.060165	-0.083121	3.131395	0.721124	-0.000171	3000.000727	-0.068878	-0.160874	4.764408	5.934572	251936494.000000
-0.049376	-0.291283	2.597512	-0.061931	-0.088852	3.134975	0.721812	-0.000171	3000.000727	-0.068183	-0.160403	4.764400	5.934684	251936494.000000
-0.050726	-0.287183	2.596529	-0.056176	-0.087405	3.137853	0.721955	-0.000171	3000.000727	-0.067855	-0.160778	4.764232	5.934620	251936494.000000
-0.049791	-0.287799	2.597848	-0.055409	-0.093352	3.140802	0.722707	-0.000171	3000.000727	-0.069933	-0.160930	4.764264	5.934724	251936494.000000
-0.049352	-0.293825	2.598263	-0.056704	-0.085103	3.141569	0.721788	-0.000171	3000.000727	-0.070029	-0.161010	4.764032	5.934700	251936494.000000
-0.050247	-0.289525	2.600397	-0.060452	-0.082769	3.138556	0.720964	-0.000171	3000.000727	-0.071332	-0.161785	4.764248	5.934596	251936494.000000
-0.043845	-0.288214	2.600022	-0.053251	-0.089219	3.135479	0.720796	-0.000171	3000.000727	-0.070349	-0.160027	4.764440	5.934660	251936494.000000
-0.045723	-0.284626	2.599366	-0.058766	-0.092376	3.133808	0.721468	-0.000171	3000.000727	-0.071460	-0.160586	4.764136	5.934620	251936595.000000
-0.049440	-0.285473	2.598735	-0.056568	-0.089723	3.133689	0.721899	-0.000171	3000.000727	-0.069301	-0.160794	4.764104	5.934548	251936595.000000
-0.053188	-0.285625	2.599398	-0.062531	-0.085782	3.138117	0.721708	-0.000171	3000.000727	-0.069006	-0.161378	4.764112	5.934628	251936595.000000
-0.051382	-0.290284	2.600533	-0.061140	-0.080659	3.138204	0.720765	-0.000171	3000.000727	-0.069461	-0.159723	4.764256	5.934556	251936595.000000
-0.050926	-0.286208	2.599207	-0.060724	-0.082106	3.148771	0.721876	-0.000171	3000.000727	-0.069357	-0.160123	4.764032	5.934532	251936595.000000
-0.047801	-0.286832	2.596129	-0.056016	-0.086214	3.139675	0.721620	-0.000171	3000.000727	-0.068175	-0.159923	4.763872	5.934461	251936595.000000
-0.047377	-0.293202	2.597592	-0.056024	-0.087429	3.137293	0.721116	-0.000171	3000.000727	-0.066656	-0.160043	4.763896	5.934421	251936595.000000
-0.046450	-0.292802	2.595810	-0.054762	-0.090802	3.132761	0.722267	-0.000171	3000.000727	-0.066176	-0.160355	4.764176	5.934596	251936595.000000
-0.044940	-0.291747	2.596633	-0.054098	-0.089083	3.133121	0.721844	-0.000171	3000.000727	-0.067815	-0.160610	4.764240	5.934708	251936595.000000
-0.044884	-0.292954	2.598623	-0.056656	-0.087077	3.136030	0.721332	-0.000171	3000.000727	-0.065577	-0.160243	4.763920	5.934740	251936595.000000
-0.050351	-0.290932	2.599822	-0.056416	-0.080435	3.137525	0.722147	-0.000171	3000.000727	-0.067032	-0.161881	4.764320	5.934660	251936595.000000
-0.048976	-0.291867	2.596657	-0.052923	-0.081275	3.139715	0.722403	-0.000171	3000.000727	-0.066672	-0.160978	4.763865	5.934604	251936595.000000
-0.050543	-0.289685	2.596785	-0.060700	-0.085015	3.141673	0.721308	-0.000171	3000.000727	-0.068462	-0.161290	4.764024	5.934692	251936595.000000
-0.051478	-0.287071	2.597808	-0.058886	-0.083361	3.141258	0.721516	-0.000171	3000.000727	-0.067335	-0.159747	4.764232	5.934676	251936595.000000
-0.044620	-0.285425	2.597328	-0.056216	-0.089499	3.138061	0.722451	-0.000171	3000.000727	-0.066632	-0.160946	4.764168	5.934708	251936595.000000
-0.044924	-0.288798	2.594739	-0.058998	-0.089667	3.135311	0.721979	-0.000171	3000.000727	-0.070173	-0.160171	4.763936	5.934532	251936595.000000
-0.044380	-0.289541	2.595818	-0.060604	-0.088116	3.137421	0.722331	-0.000171	3000.000727	-0.069421	-0.159515	4.764064	5.934852	251936595.000000
-0.044684	-0.291811	2.596393	-0.057671	-0.090778	3.138548	0.721636	-0.000171	3000.000727	-0.070061	-0.160387	4.764240	5.934660	251936595.000000
-0.043701	-0.292011	2.597624	-0.058262	-0.086230	3.138141	0.721260	-0.000171	3000.000727	-0.069709	-0.160243	4.764448	5.934500	251936595.000000
-0.047681	-0.289541	2.598000	-0.058494	-0.093999	3.139044	0.721708	-0.000171	3000.000727	-0.071547	-0.160962	4.764600	5.934628	251936595.000000
-0.047601	-0.291012	2.598335	-0.062235	-0.087525	3.142337	0.721284	-0.000171	3000.000727	-0.071803	-0.160610	4.764360	5.934556	251936595.000000
-0.051286	-0.291795	2.599247	-0.056616	-0.087509	3.141082	0.721252	-0.000171	3000.000727	-0.070149	-0.160626	4.764152	5.934636	251936595.000000
-0.045571	-0.288254	2.598831	-0.060500	-0.086054	3.136582	0.722187	-0.000171	3000.000727	-0.068790	-0.159875	4.764248	5.934572	251936595.000000
-0.049288	-0.292099	2.599039	-0.058526	-0.082346	3.133505	0.721804	-0.000171	3000.000727	-0.068870	-0.160538	4.764480	5.934469	251936595.000000
-0.047170	-0.296015	2.598351	-0.059701	-0.083680	3.135647	0.722803	-0.000171	3000.000727	-0.069885	-0.161801	4.764288	5.934796	251936595.000000
-0.047226	-0.292874	2.597736	-0.059789	-0.083992	3.136158	0.721947	-0.000171	3000.000727	-0.068358	-0.160978	4.764128	5.934540	251936595.000000
-0.047385	-0.289046	2.599926	-0.050589	-0.084520	3.139124	0.721548	-0.000171	3000.000727	-0.068286	-0.161130	4.764176	5.934381	251936595.000000
-0.048097	-0.290316	2.597464	-0.058574	-0.086846	3.138668	0.722163	-0.000171	3000.000727	-0.068382	-0.160347	4.763960	5.934644	251936595.000000
-0.051342	-0.287463	2.596097	-0.059597	-0.089451	3.142752	0.722867	-0.000171	3000.000727	-0.067439	-0.159931	4.764288	5.934548	251936595.000000
-0.046218	-0.290516	2.596489	-0.063602	-0.085271	3.139323	0.722859	-0.000171	3000.000727	-0.066856	-0.160387	4.764008	5.934620	251936595.000000
-0.048057	-0.291467	2.594970	-0.059118	-0.085103	3.135303	0.722155	-0.000171	3000.000727	-0.066336	-0.161066	4.763841	5.934564	251936595.000000
-0.049120	-0.289637	2.596057	-0.055817	-0.081075	3.132809	0.721812	-0.000171	3000.000727	-0.066944	-0.160610	4.764040	5.934437	251936595.000000
-0.047585	-0.290021	2.595530	-0.058063	-0.083001	3.132721	0.722163	-0.000171	3000.000727	-0.066872	-0.160099	4.763904	5.934588	251936595.000000
-0.042718	-0.287919	2.597976	-0.059717	-0.089659	3.134344	0.721476	-0.000171	3000.000727	-0.070141	-0.161370	4.763928	5.934788	251936595.000000
-0.048736	-0.289149	2.598735	-0.062315	-0.085031	3.137205	0.722627	-0.000171	3000.000727	-0.068534	-0.161346	4.764200	5.934676	251936595.000000
-0.051246	-0.288366	2.597584	-0.061875	-0.080563	3.139443	0.721372	-0.000171	3000.000727	-0.068039	-0.160131	4.764328	5.934604	251936595.000000
-0.047130	-0.287791	2.598823	-0.060205	-0.088516	3.140626	0.721324	-0.000171	3000.000727	-0.070948	-0.160594	4.764192	5.934788	251936595.000000
-0.046402	-0.286911	2.597440	-0.061611	-0.087669	3.137157	0.720844	-0.000171	3000.000727	-0.070189	-0.161002	4.764064	5.934668	251936595.000000
-0.050271	-0.289973	2.598239	-0.057727	-0.087045	3.136102	0.721172	-0.000171	3000.000727	-0.070165	-0.160299	4.764448	5.934532	251936595.000000
-0.042957	-0.281436	2.596497	-0.058079	-0.090370	3.131842	0.720109	-0.000171	3000.000727	-0.071476	-0.160203	4.764120	5.934556	251936595.000000
-0.044516	-0.287415	2.598815	-0.056688	-0.086917	3.133393	0.722219	-0.000171	3000.000727	-0.070860	-0.160770	4.764112	5.934508	251936595.000000
-0.048193	-0.288518	2.597208	-0.058958	-0.086901	3.134664	0.722299	-0.000171	3000.000727	-0.068766	-0.160802	4.763865	5.934636	251936595.000000
-0.047945	-0.285641	2.599718	-0.057519	-0.084584	3.139036	0.722339	-0.000171	3000.000727	-0.069605	-0.160914	4.764000	5.934564	251936595.000000
-0.049176	-0.290748	2.598048	-0.061827	-0.090186	3.141098	0.721612	-0.000171	3000.000727	-0.069286	-0.160395	4.764440	5.934820	251936595.000000
-0.054019	-0.287143	2.598287	-0.060317	-0.090578	3.140890	0.721500	-0.000171	3000.000727	-0.068151	-0.160602	4.764416	5.934469	251936595.000000
-0.050191	-0.287990	2.597424	-0.057967	-0.090826	3.137253	0.722411	-0.000171	3000.000727	-0.068846	-0.160506	4.764392	5.934612	251936595.000000
-0.051694	-0.289046	2.595354	-0.055329	-0.089971	3.132306	0.721516	-0.000171	3000.000727	-0.068238	-0.160546	4.764368	5.934477	251936595.000000
-0.051550	-0.289973	2.595498	-0.058518	-0.083840	3.131307	0.722003	-0.000171	3000.000727	-0.068047	-0.159827	4.764528	5.934700	251936595.000000
-0.049775	-0.292171	2.596401	-0.060556	-0.083680	3.134983	0.722611	-0.000171	3000.000727	-0.068598	-0.160858	4.764216	5.934604	251936595.000000
-0.050950	-0.290924	2.597720	-0.054802	-0.085902	3.138828	0.721124	-0.000171	3000.000727	-0.066224	-0.160043	4.764112	5.934461	251936595.000000
-0.053812	-0.287887	2.597936	-0.062698	-0.082577	3.139108	0.721700	-0.000171	3000.000727	-0.065281	-0.160331	4.763713	5.934676	251936595.000000
-0.049535	-0.291092	2.598967	-0.060764	-0.091202	3.141553	0.721708	-0.000171	3000.000727	-0.066392	-0.160387	4.763633	5.934453	251936595.000000
-0.045659	-0.289773	2.597696	-0.058095	-0.091641	3.139811	0.721452	-0.000171	3000.000727	-0.065673	-0.159435	4.763633	5.934413	251936595.000000
-0.045995	-0.286616	2.597528	-0.057727	-0.087933	3.136374	0.720765	-0.000171	3000.000727	-0.067623	-0.159931	4.763984	5.934588	251936595.000000
-0.054643	-0.283395	2.598823	-0.063434	-0.091561	3.131978	0.722187	-0.000171	3000.000727	-0.068606	-0.161210	4.764464	5.934692	251936595.000000
-0.051582	-0.288190	2.596033	-0.061316	-0.088620	3.132354	0.721580	-0.000171	3000.000727	-0.068982	-0.160794	4.764176	5.934532	251936595.000000
-0.048169	-0.289293	2.598703	-0.061412	-0.089947	3.135263	0.721372	-0.000171	3000.000727	-0.069621	-0.160946	4.764488	5.934772	251936595.000000
-0.051749	-0.283307	2.597041	-0.054146	-0.089339	3.136790	0.721140	-0.000171	3000.000727	-0.069453	-0.160251	4.764272	5.934604	251936595.000000
-0.044900	-0.286432	2.594747	-0.059989	-0.086742	3.138276	0.721884	-0.000171	3000.000727	-0.071228	-0.160291	4.764336	5.934548	251936595.000000
-0.050519	-0.284793	2.597344	-0.058079	-0.089611	3.139851	0.721452	-0.000171	3000.000727	-0.071499	-0.160746	4.764352	5.934461	251936595.000000
-0.048840	-0.290516	2.596849	-0.059126	-0.085942	3.138292	0.721804	-0.000171	3000.000727	-0.070820	-0.160219	4.764280	5.934700	251936595.000000
-0.045595	-0.286032	2.598815	-0.061627	-0.087445	3.135151	0.722339	-0.000171	3000.000727	-0.069957	-0.160690	4.764408	5.934540	251936595.000000
-0.051781	-0.292163	2.598415	-0.057175	-0.088212	3.134160	0.721572	-0.000171	3000.000727	-0.068686	-0.161058	4.764472	5.934604	251936595.000000
-0.051286	-0.286784	2.599382	-0.058934	-0.088868	3.134816	0.721380	-0.000171	3000.000727	-0.069789	-0.159899	4.764448	5.934485	251936595.000000
-0.044316	-0.284106	2.595954	-0.060141	-0.086462	3.135199	0.722315	-0.000171	3000.000727	-0.069230	-0.159483	4.764104	5.934604	251936595.000000
-0.048528	-0.288558	2.597192	-0.062491	-0.085407	3.136830	0.721372	-0.000171	3000.000727	-0.067919	-0.160235	4.763833	5.934564	251936595.000000
-0.053156	-0.288030	2.598391	-0.057111	-0.090674	3.138556	0.720932	-0.000171	3000.000727	-0.067807	-0.159867	4.764104	5.934524	251936595.000000
-0.044476	-0.292107	2.599271	-0.054698	-0.084328	3.139851	0.721548	-0.000171	3000.000727	-0.067335	-0.160307	4.764072	5.934540	251936595.000000
-0.048872	-0.289877	2.599830	-0.059941	-0.081578	3.138796	0.721716	-0.000171	3000.000727	-0.067183	-0.160147	4.763441	5.934724	251936595.000000
-0.049951	-0.290804	2.598999	-0.061771	-0.087101	3.137557	0.722779	-0.000171	3000.000727	-0.066000	-0.160291	4.763825	5.934596	251936595.000000
-0.051957	-0.292434	2.597248	-0.055497	-0.085870	3.134176	0.722083	-0.000171	3000.000727	-0.066232	-0.161186	4.763984	5.934349	251936595.000000
-0.049775	-0.293138	2.598295	-0.062994	-0.086182	3.137038	0.721500	-0.000171	3000.000727	-0.066928	-0.161394	4.764016	5.934461	251936595.000000
-0.053060	-0.290188	2.598263	-0.054402	-0.082569	3.137245	0.721252	-0.000171	3000.000727	-0.067223	-0.159939	4.764288	5.934628	251936595.000000
-0.053180	-0.288542	2.598879	-0.057471	-0.087669	3.138133	0.722395	-0.000171	3000.000727	-0.067887	-0.160315	4.764384	5.934652	251936595.000000
-0.045427	-0.290404	2.597248	-0.059477	-0.087221	3.141162	0.721276	-0.000171	3000.000727	-0.068103	-0.161194	4.764592	5.934780	251936595.000000
-0.049583	-0.292075	2.596121	-0.062291	-0.083433	3.140538	0.721740	-0.000171	3000.000727	-0.069102	-0.161386	4.764640	5.934636	251936595.000000
-0.052765	-0.291204	2.599598	-0.058774	-0.086997	3.142409	0.721828	-0.000171	3000.000727	-0.070053	-0.161090	4.764200	5.934724	251936595.000000
-0.045491	-0.287183	2.598207	-0.060349	-0.092337	3.136550	0.721931	-0.000171	3000.000727	-0.070636	-0.160179	4.764160	5.934508	251936595.000000
-0.047833	-0.283914	2.598871	-0.060181	-0.092680	3.134903	0.721812	-0.000171	3000.000727	-0.070045	-0.159723	4.764208	5.934748	251936595.000000
-0.047889	-0.285976	2.598168	-0.058638	-0.087949	3.134368	0.720685	-0.000171	3000.000727	-0.069925	-0.160019	4.764112	5.934445	251936595.000000
